credit_amount,checking_status,age,duration,purpose,credit_history,employment,savings_status,property_magnitude,residence_since,installment_commitment,personal_status,job,other_payment_plans,housing,existing_credits,class
9960.0,2,26.0,48.0,3,3,1,1,0,2.0,1.0,0,1,1,1,1.0,0
4675.0,0,20.0,12.0,9,3,1,0,0,4.0,1.0,0,1,1,2,1.0,1
1287.0,0,45.0,10.0,4,3,4,0,1,2.0,4.0,3,3,1,1,1.0,1
2515.0,0,43.0,18.0,3,3,2,1,3,4.0,3.0,3,1,1,1,1.0,1
2745.0,2,32.0,21.0,3,1,3,4,0,2.0,3.0,3,1,1,1,2.0,1
672.0,0,54.0,6.0,4,3,0,1,3,4.0,1.0,0,2,1,1,1.0,1
3804.0,2,42.0,36.0,6,4,2,1,0,1.0,4.0,0,1,1,1,1.0,0
1344.0,3,37.0,24.0,4,1,3,0,3,2.0,4.0,3,3,0,1,2.0,0
1038.0,1,49.0,10.0,4,1,3,1,1,3.0,4.0,3,1,1,1,2.0,1
10127.0,0,44.0,48.0,4,1,2,3,2,2.0,2.0,3,1,0,0,1.0,0
1543.0,0,33.0,6.0,3,3,2,4,3,2.0,4.0,1,1,1,1,1.0,1
4811.0,0,24.0,30.0,9,3,3,0,1,4.0,2.0,0,3,2,2,1.0,1
727.0,1,33.0,12.0,6,3,1,2,2,3.0,4.0,2,3,1,1,1.0,0
1237.0,2,24.0,8.0,3,3,2,1,3,4.0,3.0,0,1,1,1,1.0,0
276.0,2,22.0,9.0,4,3,2,1,3,4.0,4.0,2,3,1,2,1.0,1
5381.0,2,40.0,48.0,5,3,0,0,2,4.0,3.0,3,2,0,0,1.0,1
5511.0,0,25.0,24.0,3,3,2,2,0,1.0,4.0,3,1,2,1,1.0,1
3749.0,3,26.0,24.0,3,3,1,1,0,4.0,2.0,0,1,1,1,1.0,1
685.0,2,25.0,12.0,4,3,3,1,0,3.0,2.0,2,3,0,1,1.0,0
1494.0,3,29.0,4.0,4,3,1,0,3,2.0,1.0,3,3,1,1,1.0,1
2746.0,1,31.0,36.0,3,0,4,1,0,4.0,4.0,3,1,0,1,1.0,0
708.0,1,38.0,12.0,3,3,2,1,1,3.0,2.0,3,3,1,1,1.0,1
4351.0,2,48.0,24.0,3,3,2,0,1,4.0,1.0,0,3,1,1,1.0,1
701.0,0,32.0,12.0,2,1,2,1,0,2.0,4.0,3,1,1,1,2.0,1
3643.0,1,27.0,15.0,3,2,4,1,1,4.0,1.0,0,3,1,1,2.0,1
4249.0,2,28.0,30.0,4,1,0,1,0,2.0,4.0,2,0,1,1,2.0,0
1938.0,1,32.0,24.0,6,3,1,1,1,3.0,4.0,1,1,1,1,1.0,0
2910.0,1,34.0,24.0,9,3,3,1,2,1.0,2.0,3,0,1,0,1.0,1
2659.0,1,28.0,18.0,3,3,2,4,0,2.0,4.0,3,1,1,1,1.0,1
1028.0,0,36.0,18.0,4,1,2,1,3,3.0,4.0,0,1,1,1,2.0,1
3398.0,1,39.0,8.0,4,1,3,1,3,4.0,1.0,3,3,1,1,2.0,1
5801.0,0,49.0,12.0,3,1,4,0,1,4.0,2.0,3,1,1,2,1.0,1
1525.0,0,34.0,24.0,4,3,3,4,0,3.0,4.0,0,1,1,1,1.0,1
4473.0,3,31.0,36.0,6,3,4,1,0,2.0,4.0,3,1,1,1,1.0,1
1068.0,2,28.0,6.0,6,3,4,1,0,4.0,4.0,3,1,1,1,1.0,1
6615.0,1,75.0,24.0,9,1,0,1,2,4.0,2.0,3,0,1,0,2.0,1
1864.0,0,30.0,18.0,2,1,2,2,3,2.0,4.0,0,1,1,1,2.0,0
7408.0,2,24.0,60.0,4,3,1,2,1,2.0,4.0,0,0,1,1,1.0,0
11590.0,0,24.0,48.0,9,1,2,2,0,4.0,2.0,0,3,0,2,2.0,0
4110.0,1,23.0,24.0,3,4,4,1,2,4.0,3.0,3,1,0,2,2.0,0
3384.0,1,44.0,6.0,3,1,2,1,3,4.0,1.0,1,0,1,2,1.0,0
2101.0,2,23.0,13.0,6,3,1,1,1,4.0,2.0,0,3,1,1,1.0,1
1275.0,1,24.0,15.0,1,3,2,0,0,2.0,4.0,0,1,1,2,1.0,0
4169.0,1,28.0,24.0,3,3,2,1,1,4.0,4.0,3,1,1,1,1.0,1
1521.0,2,31.0,10.0,3,3,2,1,0,2.0,4.0,1,3,1,1,1.0,1
5743.0,2,24.0,24.0,2,1,1,1,2,4.0,2.0,0,1,1,0,2.0,1
3599.0,1,26.0,21.0,3,3,3,1,0,4.0,1.0,0,3,1,2,1.0,1
3213.0,2,25.0,18.0,6,3,1,3,3,3.0,1.0,2,1,1,2,1.0,1
4439.0,2,33.0,18.0,0,3,4,1,3,1.0,1.0,3,0,0,1,1.0,1
3949.0,3,37.0,10.0,4,3,1,1,1,1.0,1.0,3,3,1,1,1.0,1
1459.0,0,43.0,15.0,6,1,2,1,0,2.0,4.0,0,3,1,1,1.0,1
882.0,2,23.0,13.0,6,1,1,1,3,4.0,4.0,3,1,1,1,2.0,1
3758.0,2,23.0,24.0,6,3,0,3,2,4.0,1.0,0,2,1,2,1.0,1
1743.0,0,34.0,6.0,0,2,2,2,3,2.0,1.0,3,3,1,1,2.0,1
1136.0,2,32.0,9.0,2,1,4,4,2,3.0,4.0,3,1,1,0,2.0,0
1236.0,0,23.0,9.0,1,3,1,1,3,4.0,1.0,0,1,1,2,1.0,1
959.0,2,29.0,9.0,3,3,2,1,0,2.0,1.0,0,1,1,1,1.0,0
3229.0,0,38.0,18.0,9,1,0,0,2,4.0,2.0,3,0,1,1,1.0,1
6199.0,1,28.0,12.0,6,4,2,1,1,2.0,4.0,3,1,1,2,2.0,0
727.0,0,46.0,10.0,2,3,4,3,2,4.0,4.0,3,1,1,0,1.0,1
1246.0,2,23.0,24.0,4,3,1,1,3,2.0,4.0,3,3,2,1,1.0,0
2331.0,0,49.0,12.0,6,1,4,0,3,4.0,1.0,3,1,1,1,1.0,1
4463.0,0,26.0,36.0,6,2,2,1,0,2.0,4.0,3,0,1,1,2.0,0
776.0,0,28.0,12.0,6,3,2,1,3,2.0,4.0,2,1,1,1,1.0,1
2406.0,1,23.0,30.0,3,3,3,1,3,4.0,4.0,0,1,1,2,1.0,0
1239.0,2,61.0,18.0,2,3,2,0,2,4.0,4.0,3,1,1,0,1.0,1
3399.0,3,37.0,12.0,6,3,4,0,0,3.0,2.0,3,0,1,1,1.0,1
2247.0,3,36.0,12.0,4,2,2,1,0,2.0,2.0,0,1,2,1,2.0,1
1766.0,0,21.0,6.0,3,3,2,1,1,2.0,1.0,2,1,1,2,1.0,1
2473.0,1,25.0,18.0,3,3,0,1,0,1.0,4.0,3,2,1,1,1.0,0
1542.0,0,36.0,12.0,0,3,3,1,0,4.0,2.0,3,1,1,1,1.0,1
3850.0,0,27.0,18.0,9,1,3,1,0,1.0,3.0,3,1,1,1,2.0,1
3650.0,1,22.0,18.0,3,3,1,1,0,4.0,1.0,0,1,1,2,1.0,1
3446.0,1,42.0,36.0,3,3,4,1,0,2.0,4.0,3,1,1,1,1.0,0
3001.0,2,40.0,18.0,3,3,3,1,3,4.0,2.0,0,1,1,2,1.0,1
3079.0,0,36.0,36.0,4,3,2,0,3,4.0,4.0,3,1,1,1,1.0,1
6070.0,0,33.0,18.0,6,1,4,1,0,4.0,3.0,3,1,1,1,2.0,1
2146.0,0,23.0,10.0,3,1,1,1,3,3.0,1.0,0,1,1,2,2.0,1
13756.0,0,63.0,60.0,4,1,4,0,2,4.0,2.0,3,0,0,0,1.0,1
14782.0,2,60.0,60.0,5,0,4,2,2,4.0,3.0,0,0,0,0,2.0,0
7685.0,1,37.0,48.0,0,0,3,1,0,4.0,2.0,0,1,1,2,1.0,0
2320.0,0,34.0,18.0,6,2,0,1,3,3.0,2.0,2,1,1,1,2.0,1
846.0,0,36.0,7.0,6,2,4,0,2,4.0,3.0,3,1,1,0,1.0,1
14318.0,2,57.0,36.0,4,3,4,1,2,2.0,4.0,3,0,1,0,1.0,0
362.0,0,52.0,6.0,4,1,2,2,0,4.0,4.0,0,3,1,1,2.0,1
2212.0,1,39.0,20.0,3,3,3,0,0,4.0,4.0,3,1,1,1,1.0,1
12976.0,2,38.0,18.0,9,3,0,1,2,4.0,3.0,0,0,1,0,1.0,0
1283.0,0,25.0,22.0,4,3,3,0,1,4.0,4.0,0,1,1,2,1.0,1
1330.0,3,26.0,12.0,4,3,1,1,3,1.0,4.0,3,1,1,1,1.0,1
4272.0,0,26.0,30.0,0,2,2,2,1,2.0,2.0,3,3,1,1,2.0,1
2238.0,0,25.0,18.0,6,1,2,1,0,1.0,2.0,0,1,1,1,2.0,1
1126.0,0,21.0,18.0,6,3,1,0,3,2.0,4.0,0,1,1,2,1.0,1
7374.0,2,40.0,18.0,3,1,0,1,1,4.0,4.0,3,0,2,1,2.0,1
2326.0,2,27.0,15.0,0,1,2,3,0,4.0,2.0,3,1,0,1,1.0,1
1449.0,0,27.0,9.0,0,3,3,1,0,2.0,3.0,0,1,1,1,2.0,1
1820.0,0,30.0,18.0,4,3,2,1,1,2.0,2.0,2,0,1,1,1.0,1
983.0,2,19.0,12.0,3,3,1,4,3,4.0,1.0,0,3,1,2,1.0,1
3249.0,1,39.0,36.0,4,3,3,1,2,4.0,2.0,3,0,0,0,1.0,1
1957.0,1,31.0,6.0,6,1,3,1,0,4.0,1.0,0,1,1,1,1.0,1
2406.0,0,31.0,9.0,3,1,0,1,0,3.0,2.0,3,0,1,1,1.0,1
11760.0,2,32.0,39.0,2,2,3,2,2,3.0,2.0,3,1,1,2,1.0,1
2578.0,1,55.0,12.0,3,3,0,1,2,4.0,3.0,0,0,1,0,1.0,1
2348.0,1,46.0,36.0,3,1,2,1,1,2.0,3.0,2,1,1,1,2.0,1
1223.0,2,46.0,12.0,4,3,4,1,3,1.0,1.0,1,1,1,2,2.0,0
1516.0,0,43.0,24.0,6,1,2,4,3,1.0,4.0,0,3,1,1,2.0,1
1473.0,0,39.0,18.0,6,3,1,1,3,4.0,3.0,2,1,1,1,1.0,1
1887.0,2,28.0,18.0,0,1,2,0,3,4.0,4.0,2,1,0,1,2.0,1
8648.0,0,27.0,24.0,0,2,1,1,0,2.0,2.0,3,1,0,1,2.0,0
802.0,0,27.0,14.0,4,2,2,1,0,2.0,4.0,3,3,1,1,2.0,1
2899.0,2,43.0,18.0,4,2,4,0,0,4.0,4.0,3,1,1,1,1.0,1
2039.0,2,22.0,24.0,6,3,1,1,1,1.0,1.0,2,1,1,1,1.0,0
2197.0,0,43.0,24.0,9,1,3,0,0,4.0,4.0,3,1,1,1,2.0,1
1053.0,1,27.0,15.0,6,3,1,1,3,2.0,4.0,2,1,1,1,1.0,1
3235.0,0,26.0,24.0,6,3,4,3,0,2.0,3.0,1,0,1,1,1.0,1
939.0,3,28.0,12.0,4,1,3,3,3,2.0,4.0,2,1,1,1,3.0,0
1967.0,2,20.0,24.0,6,3,4,1,0,4.0,4.0,0,1,1,1,1.0,1
7253.0,0,35.0,33.0,9,1,3,1,0,2.0,3.0,3,0,1,1,2.0,1
2292.0,0,42.0,12.0,0,1,0,1,0,2.0,4.0,3,0,2,1,2.0,0
1597.0,0,40.0,10.0,4,3,2,3,2,2.0,3.0,3,3,1,2,1.0,1
1381.0,1,35.0,24.0,4,3,2,0,1,2.0,4.0,0,1,1,1,1.0,0
5842.0,0,35.0,36.0,9,1,4,1,1,2.0,2.0,3,1,1,1,2.0,1
2579.0,1,33.0,12.0,4,3,1,1,3,1.0,4.0,3,3,1,1,1.0,0
8471.0,1,23.0,18.0,2,2,2,0,0,2.0,1.0,0,1,1,2,2.0,1
2782.0,0,31.0,21.0,4,3,3,3,0,2.0,1.0,0,0,0,1,1.0,1
1042.0,2,33.0,18.0,4,3,2,0,1,2.0,4.0,0,1,1,1,1.0,0
3186.0,0,20.0,15.0,4,3,3,4,0,3.0,2.0,0,1,1,2,1.0,1
2028.0,2,30.0,12.0,9,3,2,0,0,2.0,4.0,3,1,1,1,1.0,1
958.0,2,47.0,12.0,4,1,3,1,3,3.0,2.0,3,3,1,1,2.0,1
1591.0,0,34.0,21.0,3,2,3,2,3,3.0,4.0,3,0,1,1,2.0,1
2762.0,2,25.0,12.0,3,3,4,0,1,2.0,1.0,0,1,0,1,1.0,0
2779.0,2,21.0,18.0,9,3,2,1,0,3.0,1.0,2,1,1,2,1.0,1
2743.0,0,29.0,28.0,6,1,4,1,0,2.0,4.0,3,1,1,1,2.0,1
1149.0,0,46.0,18.0,6,1,2,4,3,3.0,4.0,3,1,1,1,2.0,1
1313.0,0,20.0,9.0,3,3,4,1,0,4.0,1.0,3,1,1,1,1.0,1
1190.0,1,55.0,18.0,7,1,0,1,2,4.0,2.0,0,2,1,0,3.0,0
3448.0,0,74.0,5.0,0,3,3,1,3,4.0,1.0,3,3,1,1,1.0,1
11328.0,2,29.0,24.0,5,3,2,1,0,3.0,2.0,3,0,0,1,2.0,0
1872.0,1,36.0,6.0,3,1,0,1,2,4.0,4.0,3,0,1,0,3.0,1
2058.0,0,33.0,24.0,7,1,2,1,3,2.0,4.0,1,1,1,1,2.0,1
2136.0,1,25.0,9.0,3,3,2,1,3,2.0,3.0,3,1,1,1,1.0,1
1484.0,2,25.0,12.0,6,3,2,0,3,1.0,2.0,2,1,1,1,1.0,0
660.0,0,23.0,6.0,7,3,3,3,3,4.0,2.0,2,3,1,2,1.0,1
1287.0,0,37.0,24.0,4,1,4,4,3,4.0,4.0,0,1,1,1,2.0,1
3394.0,1,65.0,42.0,7,1,0,1,0,4.0,4.0,3,2,1,1,2.0,1
609.0,3,26.0,12.0,0,0,1,1,3,1.0,4.0,0,2,1,1,1.0,0
1884.0,0,39.0,12.0,4,3,4,1,0,4.0,4.0,3,0,1,1,1.0,1
1620.0,1,30.0,12.0,3,3,2,1,1,3.0,2.0,0,1,1,1,1.0,1
2629.0,2,29.0,20.0,5,2,2,1,0,3.0,2.0,3,1,0,1,2.0,1
719.0,0,41.0,12.0,2,3,4,1,0,4.0,4.0,3,3,0,1,1.0,0
5096.0,2,30.0,48.0,3,1,2,1,0,3.0,2.0,0,0,1,1,1.0,0
1244.0,0,41.0,9.0,2,1,4,0,1,4.0,4.0,0,3,1,2,2.0,1
1842.0,1,34.0,36.0,4,3,1,1,0,4.0,4.0,0,1,1,1,1.0,0
2576.0,2,35.0,7.0,6,3,2,1,3,2.0,2.0,3,1,1,1,1.0,1
1424.0,3,55.0,12.0,3,3,4,0,3,4.0,3.0,0,0,1,1,1.0,1
1512.0,2,61.0,15.0,7,2,2,4,1,3.0,3.0,2,1,2,1,2.0,0
11054.0,0,30.0,36.0,9,1,2,0,0,2.0,4.0,3,0,1,1,1.0,1
518.0,0,29.0,6.0,6,3,2,1,3,1.0,3.0,0,1,1,1,1.0,1
2759.0,0,34.0,12.0,3,4,4,1,1,4.0,2.0,3,1,1,1,2.0,1
2670.0,0,35.0,24.0,9,3,4,1,0,4.0,4.0,3,0,1,1,1.0,1
4817.0,1,31.0,24.0,4,3,3,1,1,3.0,2.0,3,1,1,1,1.0,0
2679.0,0,29.0,24.0,9,3,1,1,2,1.0,4.0,0,0,1,1,1.0,1
3905.0,1,36.0,11.0,4,1,2,1,3,2.0,2.0,3,1,1,2,2.0,1
3386.0,1,35.0,12.0,9,3,4,1,2,4.0,3.0,3,1,1,0,1.0,0
343.0,1,27.0,6.0,1,3,1,1,3,1.0,4.0,0,1,1,1,1.0,1
4594.0,0,32.0,18.0,6,3,1,1,0,2.0,3.0,3,1,1,1,1.0,1
3620.0,1,37.0,36.0,3,3,2,1,1,2.0,1.0,3,1,1,1,1.0,1
1721.0,1,36.0,15.0,4,3,1,1,3,3.0,2.0,3,1,1,1,1.0,1
3017.0,2,34.0,12.0,3,3,1,1,3,1.0,3.0,0,0,1,2,1.0,1
754.0,2,38.0,12.0,8,3,4,0,1,4.0,4.0,3,1,1,1,2.0,1
1950.0,0,34.0,18.0,0,3,3,1,0,1.0,4.0,3,1,2,1,2.0,1
2924.0,1,63.0,24.0,9,3,2,1,2,4.0,3.0,3,1,0,1,1.0,1
1659.0,1,29.0,24.0,6,2,1,1,0,2.0,4.0,0,3,1,2,1.0,0
7238.0,0,32.0,48.0,6,2,4,0,0,3.0,3.0,3,1,0,1,2.0,1
2764.0,0,26.0,33.0,0,2,2,1,0,2.0,2.0,0,1,1,1,2.0,1
4679.0,0,35.0,24.0,9,2,3,1,0,3.0,3.0,3,3,1,1,2.0,1
3092.0,2,22.0,24.0,6,3,1,2,0,2.0,3.0,2,1,1,2,1.0,0
448.0,1,23.0,6.0,2,3,1,1,1,4.0,4.0,0,1,1,1,1.0,0
654.0,1,28.0,9.0,4,3,2,1,0,3.0,4.0,3,3,1,1,1.0,0
1238.0,0,36.0,6.0,8,3,0,0,1,4.0,4.0,3,0,1,1,1.0,1
1245.0,2,33.0,18.0,6,1,2,1,0,2.0,4.0,2,1,1,1,1.0,0
3114.0,1,26.0,18.0,3,4,1,1,1,4.0,1.0,0,1,1,2,1.0,0
2569.0,0,24.0,39.0,9,3,2,3,0,4.0,4.0,3,1,1,1,1.0,1
5152.0,3,25.0,24.0,6,3,3,1,0,2.0,4.0,3,1,0,1,1.0,1
1037.0,2,39.0,12.0,0,3,3,2,3,4.0,3.0,3,3,1,1,1.0,1
1478.0,1,44.0,15.0,3,1,4,1,0,4.0,4.0,3,1,1,1,2.0,1
3573.0,2,23.0,12.0,6,1,2,1,3,1.0,1.0,0,3,1,1,1.0,1
1201.0,2,26.0,24.0,4,3,1,1,1,1.0,4.0,3,1,1,1,1.0,1
3622.0,1,57.0,30.0,3,3,4,4,1,4.0,4.0,0,1,1,2,2.0,1
960.0,0,30.0,15.0,3,2,3,4,1,2.0,3.0,0,1,1,1,2.0,1
1163.0,0,44.0,12.0,4,1,2,3,3,4.0,4.0,3,1,1,1,1.0,1
1209.0,2,47.0,6.0,4,2,0,1,1,4.0,4.0,3,0,1,1,1.0,0
3077.0,0,52.0,12.0,6,3,2,1,0,4.0,2.0,3,1,1,1,1.0,1
3757.0,0,62.0,24.0,4,3,4,1,2,4.0,4.0,0,1,1,0,1.0,1
1418.0,0,35.0,10.0,4,3,2,2,3,2.0,3.0,3,3,1,2,1.0,1
3518.0,0,26.0,6.0,4,3,2,1,1,3.0,2.0,3,1,1,2,1.0,1
1934.0,0,26.0,12.0,6,1,4,1,2,2.0,2.0,3,1,1,1,2.0,1
8318.0,2,42.0,27.0,0,4,4,1,2,4.0,2.0,0,0,1,0,2.0,0
1237.0,0,27.0,6.0,6,1,2,2,1,1.0,1.0,0,1,1,1,2.0,1
368.0,2,38.0,6.0,6,3,4,0,1,4.0,4.0,3,1,1,1,1.0,1
2122.0,1,39.0,12.0,4,1,2,1,3,2.0,3.0,3,3,1,2,2.0,1
2996.0,1,20.0,24.0,3,3,2,0,0,4.0,2.0,2,1,1,1,1.0,0
9034.0,2,29.0,36.0,3,3,1,2,2,1.0,4.0,3,0,1,2,1.0,0
1585.0,0,40.0,24.0,3,1,3,1,1,3.0,4.0,3,1,1,1,2.0,1
1301.0,2,32.0,18.0,6,3,4,1,3,2.0,4.0,2,3,1,1,1.0,1
1323.0,3,28.0,6.0,4,1,4,2,0,4.0,2.0,1,1,1,1,2.0,1
3123.0,1,27.0,24.0,4,3,1,1,1,1.0,4.0,0,1,1,1,1.0,0
5493.0,1,42.0,36.0,9,3,4,1,2,4.0,2.0,3,1,1,0,1.0,1
1126.0,3,49.0,9.0,6,3,4,2,3,4.0,2.0,1,1,1,1,1.0,1
1216.0,2,38.0,24.0,6,1,1,2,2,4.0,4.0,3,1,0,1,2.0,0
1207.0,1,24.0,24.0,4,3,1,1,1,4.0,4.0,0,1,1,2,1.0,0
1309.0,0,27.0,10.0,4,3,2,0,1,4.0,4.0,3,3,1,1,1.0,0
2360.0,3,36.0,15.0,9,1,2,3,0,2.0,2.0,3,1,1,1,1.0,1
6850.0,2,34.0,15.0,4,0,0,2,1,2.0,1.0,3,0,1,1,1.0,0
1413.0,0,28.0,24.0,6,3,2,1,1,2.0,4.0,2,1,1,1,1.0,1
8588.0,0,45.0,39.0,9,3,4,2,0,2.0,4.0,3,0,1,1,1.0,1
759.0,1,26.0,12.0,4,3,3,1,3,2.0,4.0,3,1,1,1,1.0,0
4686.0,0,32.0,36.0,9,3,2,1,2,2.0,2.0,3,0,1,0,1.0,1
2687.0,3,26.0,15.0,0,3,3,1,1,4.0,2.0,3,1,1,2,1.0,1
585.0,2,20.0,12.0,6,2,2,1,3,4.0,4.0,2,1,1,2,2.0,1
2255.0,0,54.0,24.0,4,3,1,0,1,1.0,4.0,3,1,1,1,1.0,1
609.0,1,37.0,6.0,4,1,3,1,1,3.0,4.0,0,1,1,1,2.0,1
1361.0,1,40.0,6.0,4,1,1,1,3,4.0,2.0,3,3,1,1,1.0,1
7127.0,0,23.0,36.0,3,1,1,1,1,4.0,2.0,0,1,1,2,2.0,0
1203.0,1,43.0,6.0,4,3,4,2,1,2.0,3.0,3,1,1,1,1.0,1
700.0,0,36.0,6.0,6,1,4,0,2,4.0,4.0,3,1,1,0,2.0,1
5507.0,0,44.0,24.0,7,1,4,1,2,4.0,3.0,3,1,1,0,2.0,1
3190.0,1,24.0,18.0,6,3,2,1,3,2.0,2.0,0,1,1,1,1.0,0
7119.0,1,53.0,48.0,3,4,2,1,2,4.0,3.0,3,1,1,0,2.0,0
3488.0,0,23.0,24.0,9,3,3,2,0,4.0,3.0,0,1,1,1,1.0,1
1113.0,2,26.0,18.0,6,3,2,1,3,4.0,4.0,0,3,1,1,1.0,1
7966.0,2,30.0,26.0,9,3,1,1,0,3.0,2.0,3,1,1,1,2.0,1
1532.0,0,31.0,15.0,2,1,2,2,0,3.0,4.0,0,1,1,1,1.0,1
1503.0,0,42.0,4.0,6,1,3,1,3,1.0,2.0,3,3,1,1,2.0,1
2302.0,1,31.0,36.0,6,3,2,1,0,4.0,4.0,1,1,1,2,1.0,0
662.0,1,41.0,6.0,4,3,1,1,3,4.0,3.0,3,3,1,1,1.0,1
2273.0,2,32.0,36.0,2,3,3,1,0,1.0,3.0,3,1,1,1,2.0,1
2631.0,2,28.0,15.0,4,3,2,2,0,4.0,2.0,0,1,1,2,2.0,0
1503.0,0,41.0,12.0,9,2,2,1,3,4.0,4.0,2,1,1,2,1.0,1
1311.0,0,26.0,24.0,6,3,3,2,1,3.0,4.0,2,1,1,1,1.0,1
3105.0,0,25.0,24.0,6,3,1,0,0,2.0,4.0,3,1,1,1,2.0,1
2319.0,3,33.0,21.0,2,1,1,1,0,1.0,2.0,1,1,1,2,1.0,0
1374.0,1,75.0,6.0,4,3,0,0,1,3.0,4.0,0,0,1,1,1.0,1
3612.0,2,37.0,18.0,3,1,4,1,1,4.0,3.0,0,1,1,1,1.0,1
7763.0,1,42.0,48.0,4,3,4,1,2,4.0,4.0,3,0,0,0,1.0,0
3049.0,3,45.0,18.0,3,3,1,1,1,1.0,1.0,0,3,2,1,1.0,1
1534.0,2,23.0,12.0,6,3,1,1,3,1.0,1.0,2,1,1,2,1.0,0
2032.0,0,60.0,24.0,4,2,4,1,2,4.0,4.0,3,1,1,0,2.0,1
6350.0,1,31.0,30.0,3,3,4,0,1,4.0,4.0,3,1,1,1,1.0,0
2864.0,3,34.0,18.0,3,3,2,1,3,1.0,2.0,3,3,1,1,1.0,0
1255.0,0,61.0,12.0,4,1,4,1,3,4.0,4.0,3,3,1,1,2.0,1
1333.0,1,43.0,24.0,4,2,0,1,3,2.0,4.0,3,1,1,0,2.0,0
2022.0,0,37.0,24.0,4,1,2,1,0,4.0,4.0,0,1,1,1,1.0,1
1552.0,0,32.0,24.0,6,3,3,1,0,1.0,3.0,3,1,0,1,1.0,1
626.0,1,24.0,12.0,6,0,2,1,3,4.0,4.0,0,3,0,1,1.0,0
8858.0,0,35.0,48.0,9,1,3,0,2,1.0,2.0,3,1,1,0,2.0,1
996.0,0,23.0,12.0,7,1,3,0,3,4.0,4.0,0,1,1,1,2.0,1
1750.0,0,45.0,6.0,6,0,4,3,1,4.0,2.0,3,3,0,1,1.0,1
6999.0,1,34.0,48.0,6,3,3,1,3,1.0,1.0,2,1,1,1,2.0,0
1995.0,2,27.0,12.0,4,1,1,2,0,1.0,4.0,3,1,1,1,1.0,1
1199.0,2,67.0,9.0,2,3,3,1,1,4.0,4.0,0,0,1,1,2.0,1
1331.0,2,22.0,12.0,6,3,1,1,0,1.0,2.0,3,1,2,1,1.0,0
2278.0,2,28.0,18.0,4,4,1,2,0,3.0,3.0,0,1,1,1,2.0,0
5003.0,0,29.0,21.0,4,4,2,0,1,4.0,1.0,0,1,0,1,2.0,0
3552.0,1,27.0,24.0,3,0,3,1,0,4.0,3.0,3,1,0,1,1.0,0
1928.0,2,31.0,18.0,3,1,1,1,3,2.0,2.0,3,3,1,1,2.0,0
2964.0,1,49.0,24.0,9,3,4,0,2,4.0,4.0,3,1,0,0,1.0,1
1546.0,1,24.0,24.0,6,0,3,1,0,4.0,4.0,3,3,0,2,1.0,0
683.0,3,29.0,6.0,6,2,1,1,1,1.0,2.0,0,1,0,1,1.0,1
12389.0,2,37.0,36.0,4,3,2,0,2,4.0,1.0,3,1,1,0,1.0,0
4712.0,2,37.0,24.0,0,2,2,0,1,2.0,4.0,3,0,0,1,2.0,1
1553.0,2,23.0,24.0,6,2,3,2,1,2.0,3.0,0,1,1,2,2.0,1
1372.0,1,36.0,12.0,4,3,3,1,0,3.0,2.0,1,1,1,1,1.0,0
2578.0,0,34.0,24.0,6,1,4,4,0,2.0,2.0,3,1,1,1,1.0,1
3979.0,2,41.0,48.0,6,3,3,0,0,1.0,4.0,3,1,1,1,2.0,1
6758.0,1,31.0,48.0,6,3,2,1,0,2.0,3.0,0,1,1,1,1.0,0
3234.0,1,23.0,24.0,3,3,1,1,3,4.0,4.0,0,3,1,2,1.0,0
5954.0,0,38.0,30.0,6,1,3,1,0,2.0,3.0,3,1,1,1,1.0,1
5433.0,0,26.0,24.0,9,3,0,0,1,4.0,2.0,0,0,1,2,1.0,1
806.0,1,22.0,15.0,0,3,2,1,1,4.0,4.0,0,3,1,1,1.0,1
1082.0,2,27.0,9.0,6,3,4,1,0,4.0,4.0,3,3,1,1,2.0,1
2788.0,0,24.0,15.0,3,1,3,1,0,3.0,2.0,0,1,0,1,2.0,1
2930.0,2,27.0,12.0,6,3,3,1,3,1.0,2.0,0,1,1,1,1.0,1
1927.0,0,33.0,24.0,2,1,2,0,0,2.0,3.0,0,1,1,1,2.0,1
2820.0,2,27.0,36.0,4,1,1,1,0,4.0,4.0,1,1,1,1,2.0,0
937.0,0,27.0,24.0,8,3,1,1,0,3.0,4.0,2,3,1,1,2.0,1
1056.0,2,30.0,18.0,4,1,4,1,3,3.0,3.0,3,1,0,1,2.0,0
3124.0,2,49.0,12.0,4,1,1,1,3,3.0,1.0,3,3,0,1,2.0,1
1388.0,0,26.0,9.0,3,3,2,1,3,2.0,4.0,0,1,1,2,1.0,1
2384.0,2,33.0,36.0,7,3,1,1,2,1.0,4.0,3,3,1,2,1.0,0
2133.0,0,52.0,12.0,4,3,4,0,2,4.0,4.0,0,0,1,0,1.0,1
2039.0,1,20.0,18.0,3,3,2,1,3,4.0,1.0,0,1,0,2,1.0,0
2799.0,1,36.0,9.0,4,1,2,1,3,2.0,2.0,3,1,1,2,2.0,1
1289.0,1,21.0,12.0,3,3,2,1,1,1.0,4.0,3,3,1,1,1.0,1
1217.0,1,47.0,18.0,1,3,2,1,3,3.0,4.0,2,3,1,1,1.0,0
2246.0,1,60.0,12.0,3,1,4,1,1,3.0,3.0,3,1,1,1,2.0,0
385.0,1,58.0,12.0,6,1,3,1,3,3.0,4.0,0,3,1,1,4.0,1
1965.0,2,42.0,24.0,4,2,2,0,0,4.0,4.0,0,1,1,2,2.0,1
